Gene	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
AK2	7.527353749	7.650506343	7.641000852	7.645311528	7.990186601	8.127226277	8.010968462	7.915808368	7.59763717	7.440515618
AK2P2	2.576656914	2.778662477	2.774070331	2.235307647	2.646814152	3.105709043	2.310509236	2.571901979	2.507937187	2.290023693
AK3	6.468459991	6.078964905	6.267207005	6.280219321	6.19309402	6.123529037	6.376291235	6.257996052	6.337102369	6.252080055
AK3P2	1.16439326	1.640107526	1.448512959	1.800401001	1.627939372	1.229404835	1.596599916	0.84301173	1.478158167	1.454978741
AK4	5.091857005	5.061979638	4.834799376	5.192612707	5.388087234	5.057807438	5.459245106	5.391349215	5.097008529	5.313180514
AK4P1	2.551419588	2.283150248	2.069533947	2.420512106	2.638486488	2.485503536	2.650942651	2.304050737	2.1927802	2.256853738
AK7	1.785883452	1.748953738	1.641914889	1.878397364	0.783192842	0.859093996	1.637985817	1.796167443	1.271341983	1.704994722
AK9	2.490756721	2.421131594	2.425487838	2.330879766	2.422679317	2.573899643	2.33588177	2.347970658	1.936485272	2.164480726
AKAP1	6.731213493	6.933966855	7.09519719	7.016584069	6.802082967	6.710379706	6.846853724	6.875817156	6.428431406	6.530579574
AKAP10	5.28668858	5.269587088	4.948924821	4.95829908	5.214080401	5.062398313	5.03442107	4.928931879	5.019692165	4.968549272
AKAP11	5.289235263	5.049619624	5.344920975	5.108803528	5.430909696	5.225472613	5.332628076	5.310414339	5.726306735	5.249965887
AKAP12	7.2952659	7.371456454	6.636193539	6.662868135	6.168722886	6.127915779	6.50698913	6.354814455	6.411505359	6.478176141
AKAP13	6.323182747	6.515653701	6.381713172	6.284403632	6.198769065	6.083436315	6.094444788	6.010617434	6.095536049	6.082592273
AKAP17A	4.814455564	5.05669545	5.058922959	4.980574593	5.088261865	4.693598177	4.969033099	5.010449513	4.499346817	4.733578102
AKAP5	1.856272941	1.394172441	1.465657722	1.403102551	1.154187827	1.41315242	1.810800188	1.821312167	1.478158167	1.889443223
AKAP6	1.370844829	1.416346241	1.58028404	1.454936051	1.611014429	1.576119011	1.86409208	1.517202905	1.659009703	2.333096325
AKAP7	1.633879984	1.783484354	1.701020426	1.915869231	2.060779005	1.768209567	1.981280159	1.717991746	1.849790696	1.530939755
AKAP8	4.957413557	5.145655958	5.015924793	5.049629407	4.953773103	4.554961579	4.927911722	5.184051161	4.099948988	4.474551953
AKAP8L	5.364825256	5.614604547	5.67294011	5.563074649	5.493427839	5.644169642	5.096973484	5.260729622	5.64497	5.737603418
AKAP9	5.963804431	6.144357683	5.912151644	5.917308625	5.797294417	5.924411036	5.837848662	5.787171883	6.756965923	6.007303631
AKIP1	4.470705038	4.397101389	4.689132542	4.742379384	4.472195123	4.423149977	4.420819068	4.366746018	4.385821687	4.558617873
AKIRIN1	5.883497425	5.738579863	5.522335567	5.724004492	6.033945086	6.11028821	6.020088349	5.885816383	5.75243091	5.621874693
AKIRIN2	4.87334927	4.766429582	4.971605634	4.965762532	5.294459621	5.154145461	4.609485321	4.811495794	4.794505222	4.727537397
AKNA	1.856272941	2.576897229	2.905524978	2.703670609	4.35001337	4.17727007	2.848980599	3.155000919	1.893789094	1.737420631
AKR1A1	6.572483065	6.841739841	6.918528165	6.804456233	6.774797067	6.951368376	6.720707181	6.819994825	7.119328998	7.047061776
AKR1B1	7.664121647	7.716496525	7.519530066	7.457174745	7.919559404	8.039526722	7.74525988	7.705698068	7.676895302	7.792171768
AKR1B10	1.568291468	1.394172441	1.120747206	1.403102551	1.006699726	0.941151058	0.769012851	0.84301173	2.420401666	1.354032647
AKR1B1P1	3.018546147	2.925036375	2.924249475	2.884655549	3.328798811	3.414220157	3.469557749	3.036534802	2.369373291	3.199888064
AKR1B1P2	2.175451062	1.658828448	2.058275926	2.312265139	2.561291893	2.556648411	2.104499221	2.153785038	0.673836305	2.040020289
AKR1B1P7	4.534347556	4.570254899	4.494047827	4.31921264	4.589159978	5.174079211	4.687936195	4.727533879	4.251364469	4.657247729
AKR1C1	5.805588532	5.747352977	5.767568265	5.739762156	5.758434575	5.8998252	5.6253611	5.617222376	6.402650082	6.293559772
AKR1C2	9.027631668	9.17648777	8.999028909	9.366197819	9.644918557	9.528520319	9.424016555	9.408930078	9.454514847	9.21604709
AKR1C3	8.561859144	8.497942649	8.317511148	8.325008503	8.27894029	8.470423485	8.359152422	8.20386325	8.714453841	8.450637416
AKR7A2	6.044405574	6.221942175	6.362390939	6.179186678	5.768963554	6.056842231	5.882655645	5.93127658	6.400745431	6.62296644
AKR7A2P1	3.113572846	3.534118029	3.726326835	3.504864123	3.011704181	3.345567918	3.343883024	3.099555103	3.503794177	3.567635768
AKT1	5.984380795	6.472654308	6.409112437	6.350893431	6.238570232	6.258350148	6.249350937	6.472576899	6.108041361	6.211538018
AKT1S1	6.381032254	6.858032654	6.661523977	6.55468115	6.652446467	6.765851656	6.402044539	6.606976999	6.38670062	6.857242842
AKT2	7.056041877	7.262071755	7.446388624	7.377435649	7.263917901	7.040934538	7.032399225	7.266959484	6.851102412	7.242231701
AKTIP	3.486325506	2.955641297	3.499570407	3.416122186	3.823450689	3.911557527	3.621719054	3.361943422	2.958220018	2.993873743
AL132709.5	1.463954514	1.542675785	1.377820778	1.154103995	0.899270262	0.859093996	1.100417932	1.027178303	2.978793384	0.860114219
AL138764.1	1.408812796	0.953315162	0.960661531	1.08998197	1.390725117	2.101307932	1.678217534	1.621087639	1.41916555	1.959840907
AL161626.1	7.225509885	7.853833403	7.901177025	7.433685427	7.760060759	7.868758858	7.009422961	7.158916514	7.918795931	8.115161221
AL162151.3	1.962206613	1.151393241	1.988818064	1.903486436	1.74116047	1.883388107	1.755463983	2.072343897	1.179531814	1.603100516
AL357673.1	3.229492237	3.242993035	3.457339968	3.513037852	3.259894607	3.246842412	3.716528185	3.760008239	3.55492979	3.182328826
AL390877.1	2.399416274	2.117087808	2.091789813	2.100773972	1.943994202	2.170983769	2.421328234	2.103425559	2.157120121	2.199817307
AL589743.1	3.43665031	3.53917898	3.664562683	3.576812221	3.476270296	3.320235411	3.273407384	3.591202087	2.965110457	3.059465712
AL590762.11	3.576657888	3.273681431	3.584423906	3.859205888	3.522257712	3.935111759	3.672394223	3.645006206	3.517920964	3.30639272
AL590762.6	3.43665031	3.3273273	3.088202918	3.073351001	3.141129928	3.866766752	3.65737769	3.189206487	4.436281582	3.585558353
AL591479.1	2.036845565	2.586707226	2.543222034	2.488412675	2.280066599	3.152391127	1.697920346	2.051244427	5.214429587	2.966778535
AL591704.5	4.015474029	4.265873933	3.744000695	3.773346871	3.080944152	3.585602882	3.64220321	3.637947207	3.621861952	3.761414403
ALAD	5.189154229	5.350986102	5.068774119	5.048223969	4.732985616	4.40639539	5.13360491	5.007713907	5.155407989	5.283292765
ALAS1	6.178890922	6.308221315	6.217467883	6.188785446	6.398763613	6.453888452	6.31859832	6.397237956	7.095584412	7.026297286
ALCAM	6.25055494	5.916358778	5.962086206	5.893243856	5.677426365	5.794307596	5.815476061	5.696652635	6.13273142	6.159390838
ALDH16A1	3.835516778	3.887573858	4.180268883	4.119561529	4.025367977	3.82414961	3.85019639	4.163003714	3.395741657	4.214394277
ALDH18A1	6.792184744	6.766595196	6.816144956	7.059768946	7.06428281	6.80655542	6.999037496	6.890370152	6.248804227	6.609343094
ALDH1A3	3.534347055	3.793290535	3.675656158	3.707205911	2.663326644	2.751180628	4.125850787	3.928576448	3.025686808	3.322513116
ALDH1B1	6.741013498	6.799657063	6.894594836	6.848320384	6.829319751	6.743632337	7.065006882	7.008308436	6.098672554	6.266734001
ALDH1L2	2.785885139	2.917282613	4.559390229	4.358299451	5.356702368	5.110479625	4.484598319	4.483576774	3.531910764	3.395447842
ALDH2	4.776841262	4.499317171	5.374723891	5.207798994	5.677426365	5.681454329	5.412310889	5.360590449	5.060477698	5.061126328
ALDH3A1	7.256098207	7.576745191	7.885536612	7.662406889	7.207330877	7.632439437	7.683289614	7.779321412	8.823568248	9.009699757
ALDH3A2	7.949184228	7.765633552	8.052280965	8.09541681	8.165425428	8.157758699	8.40407537	8.341125648	7.943864436	7.805375686
ALDH3B1	7.710461773	7.970822093	8.010724928	7.934331782	7.714239593	7.728965807	7.558508946	7.686369108	7.771071983	7.954843698
ALDH4A1	2.472945419	3.390296006	3.313242723	3.508956776	2.695795234	2.521514483	2.609932081	2.816604424	2.726446087	3.333160838
ALDH5A1	4.527892532	4.337343828	4.246243883	4.323866433	4.679195181	4.413599766	4.585886666	4.483576774	4.577864278	4.125308502
ALDH6A1	4.113573518	4.144932957	4.273272991	3.849555906	3.895109099	3.948400649	3.740475952	3.679792228	3.851166315	4.306425579
ALDH7A1	6.096226776	6.190924932	6.101603097	6.029821341	5.638285835	5.915980406	5.893376281	5.841183741	6.50134477	6.343128267
ALDH7A1P1	5.07866823	4.969405127	5.159809042	5.130216661	4.805446183	4.972570991	4.991160018	4.850186461	4.706785683	5.032012263
ALDH9A1	5.850252164	5.690487973	5.659964887	5.699145265	5.494581772	5.648247188	5.674668323	5.447942663	6.131200609	5.797459078
ALDOA	10.6825825	10.98931595	10.80764177	10.69913768	10.50553433	10.9375113	10.40298926	10.44619529	11.70865767	11.61815128
ALDOAP1	4.913519719	5.392125084	4.70726509	4.698257303	4.543059477	5.360833544	4.467481724	4.39632978	5.830911464	5.639139918
ALDOAP2	6.904827801	7.520599236	7.010478305	6.698693516	6.448438471	7.34497592	6.555043962	6.544647949	7.899816872	7.775921993
ALDOC	3.102031213	3.242993035	3.400524808	3.159184378	2.432346187	2.949257033	2.258384934	2.924968394	5.763342608	6.010624013
ALG1	5.071288698	5.229448074	5.412790488	5.108803528	5.171425209	5.38424725	5.12998334	5.165762009	5.248717247	5.256972759
ALG10	2.084542399	2.130562936	1.16340278	1.504971673	1.154187827	1.251015721	1.441617313	1.22856534	1.49729823	1.704994722
ALG10B	3.113572846	2.586707226	2.666969232	2.529282931	2.269319557	2.11315677	2.310509236	2.571901979	3.862281787	3.2229728
ALG11	2.472945419	2.208872961	2.145972207	2.312265139	2.157201991	2.182276139	2.218017385	1.894219156	2.517343436	2.445315484
ALG12	4.854557234	5.089839681	5.095178782	5.049629407	4.895560386	4.917889232	4.776308077	4.995339085	5.217318223	5.035276325
ALG13	5.165784665	4.840045538	4.8658035	5.128887611	5.271755145	5.326893875	5.016879871	5.117095859	5.398759872	4.919933298
ALG14	3.810914791	3.407002797	3.225379918	3.089838574	3.248995669	3.423766275	3.29943496	3.217893594	3.4159991	3.194058699
ALG1L15P	3.000010177	3.508543494	2.942734061	3.13290589	3.29210594	3.045148618	3.219899722	3.349033475	2.459963424	3.000568773
ALG1L6P	0.896911892	1.677309549	1.303485391	1.235394077	1.983982123	1.229404835	1.214245327	1.388526941	1.950441079	1.026803161
ALG2	4.805588324	4.216181347	4.748124846	4.887760743	5.2238544	4.744002518	4.833094401	4.886378093	4.559770327	4.884176405
ALG3	6.316332034	6.664343115	6.494597869	6.368456339	6.219155967	6.428626416	6.285611322	6.538501276	6.46777655	6.650365432
ALG3P1	3.677305103	4.42471022	3.775278065	3.682052981	3.447957355	3.727252787	3.735718095	3.974131153	3.710638217	3.925199809
ALG5	4.542909573	4.402665585	4.594885154	4.39635516	4.321686035	4.787168789	4.447252264	4.301232568	5.284965083	5.053097845
ALG6	4.316955735	3.789048114	4.003723709	3.862408258	3.605790243	3.447358827	4.012409776	3.79215846	3.591012941	3.811770247
ALG8	6.613197651	6.610063782	6.378322117	6.173396613	5.879094456	6.329905807	6.021066299	5.915309005	6.606444186	6.806567167
ALG9	4.479652016	4.416482906	4.135440516	4.254871336	4.179687228	4.306732294	4.344745867	4.092461223	4.31477448	4.268096576
ALKBH1	3.946160902	3.972334786	3.894017865	3.946289862	3.90902336	3.921699323	3.768698224	3.866516016	4.065097809	3.88234304
ALKBH2	4.519240659	4.475754506	4.80142723	4.788562773	5.167089497	5.12225368	5.14082089	5.155912158	4.293033505	4.284648137
ALKBH3	4.240062103	4.438319	4.545347315	4.454806148	5.060479524	5.354608362	4.567261509	4.707443905	4.915050608	4.757491124
ALKBH4	3.57248221	3.830921175	3.897180639	3.878314342	3.680700015	4.17444546	3.854591853	3.908184833	4.333532733	3.907497279
ALKBH5	6.268734958	6.354174053	6.361818702	6.295107893	6.599265503	6.50537259	6.313019519	6.228341679	5.916938169	6.025471881
ALKBH6	1.311950952	0.450363952	1.431161996	1.600119753	1.350503386	0.859093996	1.100417932	1.704540476	1.293409806	1.474347227
ALKBH7	4.213492371	4.764270066	4.728727539	4.429119837	4.562997483	4.483731382	4.444339045	4.451725896	4.418820665	4.761438374
ALKBH8	2.828529525	2.089753988	2.543222034	2.826813729	3.147012683	3.225168449	2.866497334	2.593955871	2.944339621	2.128256851
ALMS1	5.096226606	5.070743835	5.17422106	5.071932195	5.011341073	4.949625295	5.199014484	5.021340354	4.920378296	4.598882502
ALOX12	1.024667968	0.89133996	1.58028404	1.615385096	1.130629922	1.018791018	0.976834412	1.005402747	1.49729823	1.199675784
ALPI	1.910211866	1.783484354	2.069533947	2.264649868	1.429855831	1.783119883	1.294084415	1.337152154	0.920647117	1.769133729
ALPK1	3.096225586	2.82912199	3.194861574	3.274257409	3.535772867	3.340536877	3.128480997	3.084056226	3.591012941	3.405572491
ALPK2	0.949379535	0.922660326	0.984647499	1.195321507	1.287986727	1.162559197	1.82878377	1.454299046	1.49729823	0.737225633
ALPL	7.19425895	7.315036983	7.085525414	6.934523636	7.726568831	7.496279863	7.939578598	8.111647414	6.856207861	7.188639047
ALS2	4.607596563	4.530147119	4.573297768	4.356029308	4.865548825	4.572232873	4.46460911	4.624163785	4.809896643	4.956548002
ALS2CL	3.147653872	3.113262719	3.313242723	3.521165533	3.973343071	3.551175449	3.956254824	4.153134948	3.440927343	3.364640461
ALX1	2.568293429	2.130562936	2.316312119	2.264649868	2.422679317	2.331735958	2.409427092	2.678947227	2.358947399	2.026962699
ALYREF	6.727931976	6.330286202	6.526095079	6.556165146	6.299920793	6.028185024	6.522265263	6.58787272	5.642822935	6.242933403
AMACR	1.814452671	1.56269565	1.798963781	2.022776731	1.902866241	1.964112571	1.418052557	1.532509473	2.440318149	1.918015816
AMBRA1	5.715677602	5.923149932	5.856369854	5.90027185	5.666204998	5.783225934	5.572975797	5.746729385	5.662032448	5.96342851
AMD1	6.479094844	6.11160715	6.131453275	6.313358855	6.14833873	5.809862321	6.64088846	6.479010324	4.838320318	5.49367559
AMDHD2	2.910213413	2.948050718	3.771836099	3.433451609	3.354448152	3.140861452	3.446448617	3.473211383	3.239696348	3.20569397
AMDP1	2.849388154	2.27103324	2.58304527	3.17472474	2.687746335	2.351877353	3.171395133	3.246021379	0.739608907	1.918015816
AMER1	3.890222701	4.154858332	3.997842937	4.187526046	4.130059217	4.0566713	3.952158861	4.175245491	3.714732403	3.11605224
AMFR	5.784984648	5.813594032	5.980840804	6.031244813	6.088459251	5.78600434	5.924023069	5.972544904	5.448776982	5.937495417
AMH	2.576656914	2.307083166	2.559283478	2.826813729	2.40314906	1.558894456	1.915485342	2.63707733	1.571415952	2.026962699
AMIGO1	3.255771584	3.593708282	3.922236277	3.588462306	4.025367977	3.703936564	3.701966363	4.031818709	2.668524258	2.745511449
AMIGO2	4.549297903	4.527602972	5.526426439	5.391920079	6.263830513	6.232103421	5.219607016	5.243392861	5.835618845	5.94879037
AMMECR1	5.661666659	5.545866322	5.4541797	5.531234762	5.717510994	5.590085347	5.799606214	5.657047698	5.140267435	5.166097254
AMMECR1L	5.047417289	5.022771828	5.111609805	5.012635519	5.51973755	5.438230508	5.131795261	5.094068623	4.802221458	4.856764866
AMMECR1LP1	0.601454589	1.50178284	0.780569205	0.569232929	1.006699726	0.647259696	1.441617313	0.631847026	0.707097396	1.176212171
AMN1	1.814452671	1.459696894	1.757799478	2.011281893	2.060779005	2.077314254	2.089660203	1.635336001	2.26156024	2.464813262
AMOT	1.517066003	1.371652509	1.743812833	1.759762355	0.813099447	1.018791018	1.26795925	1.069767528	1.398952833	1.9460335
AMOTL1	5.941312068	5.970750218	5.991977641	5.711628422	5.484162997	5.492536159	5.796182701	5.746729385	5.584729257	5.825066976
AMOTL2	5.366032028	5.648954237	5.880540904	5.585533167	6.714670856	6.407131212	5.969312868	6.0929371	4.90791628	4.935739235
AMPD2	5.834645934	5.979153941	6.184840067	6.191970895	6.016377726	5.91682569	5.803021622	6.179346066	5.844053617	5.750569418
AMPD3	2.408814986	2.653570614	2.442906765	2.100773972	2.766283269	2.215632412	2.588981178	2.423806717	3.04532659	3.059465712
AMT	1.696615899	2.00450074	2.228641837	2.660170883	2.735379622	2.371741423	2.650942651	2.765700155	2.7664398	2.512435106
AMY2B	0.974914732	0.573872034	0.936270024	1.293490208	1.390725117	1.432195903	1.129727751	1.371604475	1.757551498	1.267860351
AMZ1	0.271304016	0.361730236	1.031455242	0.852976913	1.576556975	1.91080121	1.158453949	1.090599763	1.709121787	0.768942971
AMZ2	5.742872533	5.758244874	5.936182274	5.897152523	6.342839216	6.560501661	6.443484496	6.321056164	6.358848209	6.057930053
AMZ2P1	2.696617693	2.699501376	3.115615892	3.073351001	3.221382565	3.140861452	3.253573843	3.036534802	3.064702598	3.072233695
ANAPC1	5.251860985	5.280205624	5.182021899	5.080207646	5.405369044	5.348356202	5.174612372	5.283525913	4.922149829	4.765374854
ANAPC10	2.164395854	1.783484354	2.485555597	2.274299474	2.646814152	2.582448514	2.767411744	2.202445772	2.12055622	2.311720748
ANAPC11	6.620294549	6.72389526	7.030779657	6.965752764	6.870346057	6.944752885	6.791190411	6.956762636	7.26847711	7.293223134
ANAPC13	4.803808317	4.371793474	4.663357901	4.47167975	5.04007646	4.885439314	5.066983573	4.918774611	4.532196656	4.819386667
ANAPC15	2.849388154	2.778662477	3.189711824	2.839869365	2.578806735	2.547944817	2.748641533	2.665125172	3.038809658	2.594383011
ANAPC16	6.144142248	5.839466828	6.121346311	6.268800346	6.563423566	6.599982381	6.529843097	6.514131285	5.966709973	6.139813132
ANAPC2	6.372050931	6.619054192	6.432735345	6.509946869	6.345399749	6.187269039	6.218990143	6.474559472	6.531831031	6.590606444
ANAPC4	4.29937698	3.559247092	3.971078722	3.852779744	3.801240234	3.734941867	4.133105558	4.012844673	3.968965821	3.493632301
ANAPC5	7.256423614	7.318720558	7.160813855	7.243230337	7.224471698	7.14234905	7.389708535	7.3122827	6.961604034	6.860466755
ANAPC7	6.239404251	6.125133326	6.090593513	6.232754138	6.206535979	6.249654187	6.342266092	6.275159248	6.119667456	5.919060837
ANG	2.072765209	2.234059364	2.058275926	1.928146647	0.783192842	1.207465299	1.553991645	1.405253209	1.819694829	1.97351742
ANGEL1	4.589113379	4.677423601	4.629527718	4.791925665	4.67512977	4.561462568	4.461730765	4.842530892	3.813483772	4.217271107
ANGEL2	4.263563547	3.843249717	4.111131631	4.321541413	4.629637406	4.442062807	4.476065406	4.503132299	3.643499964	4.000609391
ANGPT1	3.593240784	3.285776311	3.61548012	3.450575342	2.311835571	2.689205998	2.680953211	2.113639067	3.751066442	3.671976253
ANGPTL4	1.633879984	2.047757007	1.865063767	1.504971673	1.787089701	1.722531111	0.652678295	1.090599763	3.621861952	4.007273309
ANK1	1.250550204	1.301903459	1.564455979	1.813696752	1.200180086	1.558894456	1.510086594	1.43813499	1.607094143	1.435346685
ANK3	3.142029318	3.3273273	2.930437356	2.731958441	2.060779005	2.371741423	2.297653649	2.192844042	3.410961343	3.479323889
ANKAR	1.842467111	1.348775468	1.413599815	1.878397364	2.157201991	1.841266338	1.86409208	1.986028841	1.607094143	1.435346685
ANKDD1A	2.218843734	1.989788892	2.248589705	2.674817009	2.543561799	2.077314254	2.348402642	2.356596446	3.479937716	2.567580933
ANKEF1	3.245317218	3.30373061	2.924249475	2.934193149	3.404418041	3.026473422	3.22669772	2.992937995	2.668524258	2.753460735
ANKFN1	2.1864222	1.913891457	1.785372434	1.645439592	2.301323452	2.01552394	1.810800188	1.846026141	2.517343436	2.128256851
ANKFY1	6.743801316	6.780552206	6.830691942	6.783914879	6.912398088	6.729749847	7.002507631	6.933889205	6.835206726	6.832127495
ANKH	8.416117507	8.450380039	8.833795677	8.654691849	8.453161046	8.550762974	8.527062556	8.470062222	8.377589566	8.398045421
ANKHD1	1.649821569	1.882378041	1.532269174	1.349337138	1.05755627	1.487863026	1.394096497	1.577478261	1.589365336	1.267860351
ANKIB1	6.048921056	5.917330902	5.842490997	5.921920312	6.037116296	5.759862078	5.822224345	5.782378219	5.931083419	6.006472341
ANKLE1	3.641875591	3.588835366	3.726326835	3.906510698	3.643731271	3.73110245	3.631997487	3.798503414	3.52259932	3.620749086
ANKLE2	7.196973973	7.315405764	7.288545739	7.251192574	7.426918364	7.204934728	7.299088695	7.247090726	7.059017041	6.95138964
ANKMY1	2.869949499	3.20528394	3.657119357	3.537284804	3.668482056	3.111627581	3.606162782	3.68322514	2.701906635	2.637975483
ANKMY2	5.213492685	4.733692444	5.214078866	5.107454596	5.400452472	5.357101659	5.223010708	5.159613737	5.362686649	5.252772721
ANKRA2	3.16993534	2.662874494	3.0770902	3.380826078	3.597221663	3.186437397	3.164330839	3.33600696	2.642970589	3.354223388
ANKRD10	6.42280127	5.922181722	6.145485117	6.342891168	5.901887128	5.641103902	5.964237326	5.916767927	6.07259014	5.929623708
ANKRD10-IT1	2.890221916	2.283150248	2.069533947	2.302866976	2.097696925	1.691255009	2.074666968	2.133851691	3.0582728	2.455097311
ANKRD11	7.091127706	7.297223711	7.851293739	7.75469779	8.115108169	7.831366108	7.563887472	7.662435953	7.285436438	7.260127507
ANKRD12	3.876739464	4.171250374	3.871682152	3.776745378	3.848937978	4.296376599	3.810022712	3.591202087	6.033789962	4.408123213
ANKRD13A	5.197312754	5.205772594	5.034714877	5.092532493	4.986949816	4.699504745	5.009014795	4.884888097	5.011394847	5.117649018
ANKRD13B	4.913519719	4.980609649	5.528467534	5.420445587	5.379368074	5.263183157	5.217902153	5.35414386	4.482637078	4.79070345
ANKRD13C	4.619788429	4.488892357	4.311705573	4.461156898	4.717255729	4.565780344	4.561895571	4.528164532	4.677718063	4.581125699
ANKRD13D	5.032294557	5.223172505	5.299029442	5.398553127	5.438124739	5.189550483	5.379134454	5.469972727	5.286341206	5.281919408
ANKRD16	2.756738759	2.48546963	3.093727342	2.820241337	3.080944152	3.320235411	2.767411744	2.987394581	2.108159384	2.385189412
ANKRD17	7.010467301	7.067816824	6.988034328	6.869563343	6.926574947	6.921356815	6.990575112	7.052445888	7.136979789	6.983849629
ANKRD18A	3.142029318	3.029428246	3.048928042	3.056672822	3.141129928	2.817860802	2.99150294	3.145077068	2.872860862	2.629361727
ANKRD18B	3.090396502	3.338982476	3.179356846	3.274257409	3.243515167	3.780235139	3.440613029	3.399994257	4.893540904	3.007232878
ANKRD26	4.087473788	3.579039879	3.675656158	3.475885784	3.866871393	3.77651454	3.553062642	3.746944821	4.520550249	3.935717992
ANKRD27	4.649824813	4.884466729	4.678142604	4.781813379	4.945358329	4.787168789	5.098827314	4.839457254	4.428824194	4.438025327
ANKRD28	5.726992917	5.589209958	5.818502724	5.650884271	5.954828431	5.825251126	5.669688029	5.70849364	5.816696454	5.697991223
ANKRD29	2.331852884	1.833778401	2.510552549	2.420512106	3.087076981	3.020194246	3.497933157	3.159937362	2.581524002	2.343666509
ANKRD30BL	1.987517754	2.925036375	3.382583334	3.127592262	3.152871547	4.216244709	2.720020223	3.031156707	4.453533694	3.228686726
ANKRD32	7.096590398	6.712739905	6.326475916	6.374076487	6.017983628	5.94693068	6.22069372	6.225989862	6.281604048	6.182391493
ANKRD34A	2.418152865	2.474943905	2.238650248	2.41179535	2.353134428	1.768209567	2.409427092	2.571901979	2.718312559	2.620696233
ANKRD36	2.142028001	2.221521124	2.023964957	2.480097826	1.787089701	1.783119883	2.409427092	2.21198402	3.187623877	2.211406414
ANKRD36B	1.000005815	1.416346241	1.120747206	1.08998197	1.006699726	0.74187786	1.00873685	0.714697267	1.788957737	0.889267728
ANKRD36C	1.828527888	1.677309549	1.465657722	1.111674188	0.783192842	0.99337247	1.418052557	1.501732196	1.725446329	1.585395872
ANKRD37	1.696615899	2.353789883	1.413599815	1.537389964	1.627939372	1.977138188	1.186619314	1.501732196	1.203037886	1.67182322
ANKRD39	2.000008723	2.48546963	2.297285057	2.245154845	2.157201991	2.136566439	2.479404394	2.586641969	2.337866822	2.188134352
ANKRD40	5.467335828	5.373828392	5.535588708	5.503812236	5.708588562	5.553593685	5.544692667	5.589133294	5.177825	5.134487246
ANKRD42	3.605554053	3.395886461	3.528413003	3.663814267	4.130059217	4.110862378	3.893559776	3.737069042	4.284795423	4.097473568
ANKRD44	3.224178432	3.126773454	3.274851618	3.367364185	3.566824402	3.020194246	3.279958432	3.504596517	3.698285482	3.671976253
ANKRD46	2.681187633	2.917282613	2.590879686	2.569027194	3.111350868	2.649074829	3.076745806	2.480152108	3.051814217	2.567580933
ANKRD49	3.978080253	3.407002797	3.548667438	3.816915001	3.688788212	3.447358827	3.927335834	3.700268229	3.349094855	3.48887858
ANKRD50	5.435502016	5.23101271	5.401698316	5.220333252	5.082134082	5.146958985	5.181626622	5.094068623	5.35089747	5.276412868
ANKRD52	6.928300168	7.272745545	6.996537869	6.957915071	7.101112312	6.89371617	7.178486785	7.360520054	6.774232826	6.929190464
ANKRD54	4.871650982	4.976884469	4.804799397	4.59037798	4.518310566	4.697538575	4.645443867	4.650708924	4.851395458	4.743590074
ANKRD61	1.408812796	1.50178284	1.671770322	1.437864305	1.154187827	0.91431396	1.26795925	1.486093787	1.819694829	1.37479484
ANKRD9	3.45491253	2.606129342	3.592250859	3.607672463	3.307945865	2.624449125	3.469557749	3.612965111	3.410961343	3.558590284
ANKS1A	5.402949894	5.419828402	5.591327015	5.470621734	5.432114711	5.21451461	5.279677661	5.385038912	5.286341206	5.47936761
ANKS3	3.987519953	4.009275534	4.164605672	4.302805116	4.801721856	4.508615449	4.357190374	4.451725896	3.338520841	3.507800196
ANKS6	4.700450902	4.90617473	5.078558467	5.070548326	5.226634852	5.244451096	5.33891623	5.414253679	4.468158772	4.428126659
ANKZF1	5.840735099	5.840492151	6.060582068	6.12088165	6.203010746	5.907500221	6.013224075	5.969736402	5.83279626	5.923471436
ANLN	7.064614951	6.9204546	6.484119399	6.33311408	5.663129417	5.797982647	6.429557515	6.317194639	6.890091872	7.197771242
ANO10	5.770475963	5.968876058	5.756291384	5.626605472	5.208465384	5.286915286	5.268191487	5.266462554	6.302836884	5.986376296
ANO4	3.38995704	3.291785938	3.137177306	2.852807913	3.354448152	3.007553307	3.525761215	3.412458071	3.187623877	2.838128627
ANO6	5.911041763	5.957579678	5.843311107	5.775024829	5.626754627	5.539393375	5.799606214	5.635058379	6.233904448	6.179444191
ANO7	1.408812796	1.371652509	1.785372434	1.800401001	1.244751325	1.523815853	1.965110618	2.173446719	2.031454419	1.800164683
ANO8	3.62986973	4.062971488	4.314073952	4.344624703	4.075581931	3.73110245	3.889281621	4.158077769	3.722886082	4.220142212
ANP32A	7.362408893	7.215410795	7.238302948	7.343748174	7.437757276	7.436528921	7.491646899	7.599103439	7.195646515	7.031210004
ANP32AP1	4.436650847	4.271966863	4.278133428	4.230293679	4.326878003	4.408800848	4.369528454	4.507011796	3.722886082	3.928714398
ANP32B	6.843770173	7.026969253	6.959195563	7.035858319	7.217849409	7.301947725	7.143440455	7.179116852	7.177220461	6.478176141
ANP32BP1	5.013935513	4.958112905	5.187199122	5.165645869	5.336251714	5.334505325	5.419745761	5.112010364	4.536829021	4.457621211
ANP32C	3.789488221	3.911188713	3.792365781	3.776745378	4.002837566	3.877227198	3.964412026	3.974131153	3.531910764	3.558590284
