Gene Symbol	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
RBCK1	7.88872	7.06512	9.53757	9.97124	11.1222	10.946	12.4239	12.3998	9.45602	9.18941
RBFA	12.7022	12.0862	13.0793	9.95982	8.67816	10.4969	6.99654	9.37586	7.61582	9.00931
RBFOX2	10.4455	11.0001	10.579	9.96129	9.60613	9.03004	9.57301	9.37997	10.1772	10.2478
RBKS	6.77418	8.51032	8.80283	8.61145	11.4002	11.6079	12.6382	11.6574	10.4948	9.50269
RBM10	10.1757	11.2157	10.0796	9.62444	10.0804	9.50786	9.80052	9.44119	10.041	10.0336
RBM12	9.59451	8.30073	10.4572	9.36758	11.1918	10.4502	11.0752	9.71051	10.3903	9.46196
RBM12B	10.3826	10.4922	9.6904	9.34905	10.1098	10.0042	9.86771	9.3811	10.6699	10.053
RBM14	10.238	10.8748	10.19	9.75251	10.1005	9.89179	9.71643	9.3457	10.0807	9.80953
RBM15	10.2318	10.8497	9.6644	9.73967	10.1629	9.99015	9.52382	9.09747	10.2619	10.4782
RBM15B	11.2219	10.5142	9.49146	9.23619	10.5183	9.81694	10.0399	9.26034	10.1378	9.76286
RBM17	10.2921	11.0821	10.316	9.81841	9.32489	9.62007	9.81293	9.80817	9.77096	10.1544
RBM18	10.3208	8.77483	11.5809	9.73711	9.59601	9.73267	11.415	10.9824	8.20419	9.65604
RBM19	11.1181	11.4554	9.99122	9.889	9.94837	9.92216	9.70067	9.65067	9.16184	9.16256
RBM22	10.5036	10.0664	10.3035	9.84433	9.67366	10.0267	9.93611	10.3187	9.91418	9.41282
RBM23	9.82394	10.655	9.73587	9.775	7.50763	8.11521	10.0258	11.6126	12.0601	10.6888
RBM25	10.4292	11.3831	10.0529	9.64277	10.1257	10.1774	9.75935	9.10139	9.77555	9.55261
RBM26	9.73524	10.5032	9.9332	9.92015	10.0678	10.2113	9.95811	9.45574	10.3289	9.88627
RBM27	9.95079	10.888	10.5217	10.1412	9.60401	9.55998	9.60346	9.87113	9.81956	10.0403
RBM28	8.97143	8.63657	9.06202	9.37444	11.1082	11.0547	11.173	11.0593	9.55101	10.0094
RBM3	10.7557	13.0405	9.98071	10.728	8.12631	7.81184	11.1039	10.5632	8.24756	9.64222
RBM33	9.85211	10.4553	9.1305	10.007	10.252	9.74429	10.0647	9.59215	9.82429	11.0776
RBM33	8.40888	9.54465	11.5491	10.5689	10.2071	10.4162	8.05275	9.11366	10.8198	11.3189
RBM34	10.061	10.1264	8.98524	8.50987	10.3273	9.98951	10.9449	10.2263	10.8725	9.95694
RBM39	9.3735	10.7589	10.0802	9.20527	10.4657	10.3856	10.5605	10.1942	9.35202	9.62419
RBM4	11.2446	11.4981	10.4468	10.052	9.04774	8.98967	9.04594	8.74016	10.5036	10.4313
RBM42	9.97237	9.26051	11.1068	10.4585	10.1583	9.76193	9.79486	10.1966	9.98	9.31013
RBM45	10.5628	10.9159	10.2037	10.1105	9.63319	9.74303	9.53086	10.2349	9.49529	9.56981
RBM47	9.64187	10.2456	8.15801	9.6935	10.0702	10.838	9.25772	10.5365	10.0568	11.5018
RBM4B	11.6804	8.1428	12.2515	10.3329	8.04826	8.9911	9.22237	9.10671	10.5515	11.6725
RBM5	10.7708	11.0083	9.35464	9.9745	10.0271	9.29427	9.30719	9.60335	9.92587	10.734
RBM6	11.192	12.2227	9.62871	9.7686	10.0784	9.29004	9.88586	9.36682	9.25473	9.31216
RBM7	9.60147	11.3185	8.48309	10.7503	9.53474	10.9205	9.13456	11.263	9.11176	9.88212
RBM8A	9.58788	9.6657	10.0292	9.69865	10.8449	9.71739	10.3694	9.49063	10.5736	10.0227
RBMS1	10.4925	9.76686	9.61056	9.77763	11.4324	9.42071	10.8942	8.89146	10.6254	9.08832
RBMS2	10.5506	10.6017	9.6525	10.2353	9.09426	8.64971	10.0062	10.0385	11.0965	10.0747
RBMS3	9.62018	10.1374	8.96559	9.16087	10.923	10.3267	11.0879	10.3128	9.75104	9.71451
RBMX	10.2899	12.0795	9.26552	9.62215	9.96468	9.96671	10.1066	10.2196	8.72959	9.75582
RBMX2	11.874	12.6687	8.61906	10.5736	9.07276	8.21077	8.9486	8.85133	9.91337	11.2678
RBMXL1	10.4051	12.4926	8.82785	10.0837	9.13639	10.4265	8.72093	9.25334	9.68869	10.9649
RBPJ	9.48431	9.00479	10.1296	9.35349	10.4615	10.1647	9.9459	9.60119	11.1569	10.6976
RC3H1	9.41501	9.69082	9.25875	9.92623	10.9291	11.2608	10.3543	10.3193	9.28742	9.55829
RC3H2	10.4069	9.57398	10.9116	9.72867	9.7789	9.48268	8.91695	8.94899	11.1181	11.1332
RCC1	9.82879	10.7129	9.78075	10.1891	10.0362	10.124	9.83681	9.74475	9.75524	9.99155
RCC2	8.71486	7.90792	10.8762	10.6993	10.5792	10.5272	11.5341	11.4718	8.94418	8.74524
RCCD1	9.74953	8.96638	10.6241	11.4231	9.65526	9.68401	9.59021	9.24529	10.3774	10.6847
RCHY1	9.70668	9.41846	7.57116	9.69913	10.9978	11.289	10.6399	11.8584	9.32519	9.49429
RCL1	10.2931	9.97602	10.0084	9.85904	10.482	10.4633	10.6382	10.9883	8.4412	8.85051
RCN1	8.71198	10.3098	9.33181	9.91022	10.0982	9.96893	9.23487	10.52	10.0662	11.8481
RCN2	10.7195	11.0639	10.1121	9.46578	10.0286	9.4466	9.34955	8.75354	10.5798	10.4806
RCN3	9.51564	10.4982	9.25379	9.39131	8.46316	8.79365	11.364	11.5807	10.3482	10.7913
RCOR1	10.9206	11.5999	10.4216	10.0496	9.36175	9.39644	9.04472	8.81031	10.3815	10.0136
RCOR3	10.1404	11.163	9.66222	10.1983	9.84639	9.53792	9.71717	9.7669	9.81216	10.1555
RDH10	9.71641	9.64075	11.3331	10.9213	8.51446	8.59838	9.71846	8.64983	12.7581	10.1493
RDH11	9.75997	10.2139	10.3422	9.25788	9.7743	9.87792	9.25294	9.21768	11.1358	11.1674
RDH13	11.5435	13.0776	9.81075	10.4936	10.1522	10.2285	6.65963	6.9373	10.2885	10.8083
RDH14	9.72097	9.65484	9.70085	9.70672	10.8045	11.0941	9.57317	10.2476	9.70432	9.79284
RDX	10.3591	10.0402	10.4504	10.356	10.3472	9.589	9.61747	9.22224	10.1424	9.8759
RECK	9.94059	9.5345	9.36314	9.09899	9.30443	9.14568	9.01831	8.94073	12.571	13.0826
RECQL	8.80854	8.50839	10.3585	10.2089	9.83002	10.1599	9.84867	10.1754	10.8089	11.2928
RECQL4	10.2102	10.7669	10.5213	11.0862	8.68258	8.76857	8.43709	8.80251	11.0322	11.6925
RECQL5	8.42769	8.89044	9.26494	9.10592	9.41668	10.0052	11.5253	11.3188	10.9609	11.0841
REEP1	11.9411	13.0939	9.69948	8.76797	5.63456	7.24724	7.12073	5.27296	16.0608	15.1613
REEP2	8.61753	9.5729	8.04369	10.2559	10.8636	11.0368	9.43066	10.4326	10.1975	11.5489
REEP3	11.8799	12.8264	9.97916	9.50246	8.08881	8.17672	7.94621	7.88208	11.9021	11.8161
REEP4	10.6286	10.5764	10.2166	9.62866	8.84427	9.46322	9.51697	10.1714	10.6422	10.3117
REEP5	10.7581	12.4519	10.7714	10.5354	9.02808	9.22953	8.53092	8.74506	9.98713	9.96246
REEP6	10.8588	11.4131	9.32199	10.7647	9.43712	9.12288	7.38553	7.34389	11.7346	12.6173
REL	9.7784	9.46132	10.3305	10.7162	10.0082	10.1384	10.5528	10.5497	9.29026	9.17433
RELA	10.0114	9.26906	10.3861	10.6564	9.64147	10.2155	9.98594	10.4915	9.56926	9.77326
RELL1	9.5618	8.29548	9.07456	9.20142	9.01662	10.7062	9.34386	10.5724	12.0902	12.1375
REPIN1	9.09168	7.6763	9.35035	10.0268	10.7992	11.1834	10.7247	11.6499	9.78686	9.7109
REPS1	9.73726	8.58125	10.0237	9.58835	10.6786	10.4265	11.2341	10.7535	9.60915	9.36749
RER1	11.2738	9.74835	11.3486	9.61937	9.26895	8.96356	9.57461	9.36911	10.7138	10.1198
RERE	10.2844	10.9188	9.39885	9.58597	9.57068	9.40474	9.84454	8.85165	11.1177	11.0227
REST	9.56908	12.4892	8.63754	7.16407	10.7705	10.0837	8.91343	8.58752	12.1927	11.5922
RETSAT	9.08956	9.40864	9.21663	9.26975	8.8909	9.05414	8.20168	8.70969	14.2309	13.9281
REXO1	9.70112	11.6593	9.96644	8.59634	11.3429	9.88542	7.00329	9.35936	13.2864	9.19945
REXO2	9.78679	8.70138	10.8165	10.1048	10.5987	10.807	11.0635	11.2323	8.81526	8.07373
REXO4	9.60067	10.3022	9.77732	9.58679	10.5973	10.9184	11.1451	10.8294	8.70701	8.53579
RFC1	8.52689	9.60797	10.0921	10.1935	8.55207	8.78138	8.19009	8.63274	13.5334	13.8898
RFC2	10.5839	9.58823	11.1678	10.4212	9.42584	9.17943	9.57012	9.37049	10.7155	9.97756
RFC3	10.0169	9.67682	10.8954	10.4026	9.5608	9.34666	9.14998	9.20123	10.9503	10.7992
RFC4	10.1856	10.1366	10.0766	9.98168	9.5728	9.6582	9.64639	9.46507	10.4016	10.8754
RFC5	10.274	9.57389	11.2147	9.78681	9.41313	9.34797	9.59789	9.14729	11.04	10.6043
RFFL	9.63106	9.45438	7.57852	9.05526	9.75394	10.54	9.48985	10.2022	12.8688	11.426
RFK	9.87392	9.26252	12.2115	9.75408	11.4502	10.3978	10.3926	9.3074	9.7928	7.5571
RFTN1	9.43762	10.2148	9.37889	8.30546	10.574	10.8605	10.3618	10.1768	10.4273	10.2627
RFWD2	10.7601	10.7702	9.40094	9.0789	8.75392	9.03583	9.39807	9.64044	11.0574	12.1042
RFWD3	10.8258	9.59473	10.0599	9.52832	7.46129	7.38999	9.97054	9.93522	12.5956	12.6385
RFX1	9.6966	10.2299	9.9086	9.84349	9.91799	10.7343	9.33943	10.0239	9.8005	10.5053
RFX2	7.26171	8.32938	8.74984	8.76712	11.8385	10.8193	12.6391	11.9042	9.81695	9.87375
RFX3	9.69703	10.9539	10.2436	9.63747	9.90718	10.6394	8.92478	9.7796	9.75219	10.4649
RFX5	10.0124	11.1645	9.64074	10.6164	9.65124	9.38098	8.98568	9.76432	9.65842	11.1254
RFX7	11.5721	12.1924	10.274	9.7109	8.31862	7.78098	8.80315	8.4594	11.2689	11.6195
RFXANK	9.9042	10.252	10.1114	10.1775	9.62326	8.7052	10.1327	10.0796	10.1661	10.8481
RFXAP	10.0733	11.6869	10.3394	10.0915	10.1237	9.61341	9.84474	9.76209	9.22134	9.24363
RGCC	8.61394	16.8619	8.63803	12.7388	10.745	11.4881	10.6164	8.26666	5.43971	6.59145
RGL2	8.89262	8.56699	10.5311	9.72015	10.6203	9.65239	10.0745	9.59815	11.1785	11.1652
RGP1	10.4551	7.92181	11.204	9.84934	9.60039	8.94342	9.2734	10.2121	11.4954	11.045
RGPD5	9.17105	9.73154	8.21181	7.63718	11.7169	11.9104	10.1961	10.5345	9.87149	11.019
RGS10	9.69305	9.82789	11.0355	10.9691	10.2187	9.84094	10.5905	10.3834	8.69998	8.74088
RGS19	10.5938	8.994	10.5567	9.41933	9.72505	9.38392	8.81756	8.62406	12.4524	11.4332
RGS3	8.10013	8.98059	8.26397	8.24512	13.3259	11.8769	14.8466	12.4026	6.9263	7.032
RHBDD3	11.7755	8.8457	9.36036	9.85127	10.689	9.9333	7.78639	10.8174	10.5006	10.4405
RHBDF1	10.1548	17.8763	7.74279	9.08462	10.4735	8.25233	9.28292	7.93875	9.81143	9.38252
RHEB	10.8255	9.43505	10.7236	11.0455	9.65155	9.74566	9.72847	10.0547	9.13955	9.65041
RHOA	11.4062	8.83935	10.9692	9.74696	10.3301	9.4354	10.1359	9.4461	10.3358	9.35499
RHOB	10.7806	10.8132	8.0971	9.36117	10.1032	12.0963	9.58401	10.7607	8.85611	9.54765
RHOBTB3	11.0613	11.2768	10.3576	8.97347	7.93719	7.64269	8.50631	8.54959	12.3175	13.3775
RHOD	9.65379	9.31133	9.0328	8.07234	10.4633	11.2298	10.5206	11.3995	9.94455	10.372
RHOF	11.4691	9.16519	9.37666	8.3056	9.38376	8.61073	9.89605	9.40528	12.7488	11.6388
RHOG	10.3656	9.98866	9.83063	9.75787	9.75053	9.83168	9.74806	9.50273	10.6357	10.5885
RHOT1	10.8453	9.8307	9.2654	8.40831	9.79386	10.0733	10.8597	10.9257	9.80585	10.192
RHOT2	9.93737	9.46461	10.3224	9.2302	9.28286	10.7221	10.5588	11.8947	9.17511	9.41187
RHPN2	9.37371	10.0274	10.5199	9.2626	9.03734	9.5122	10.7247	11.2696	10.6608	9.61178
RIC8A	9.50482	8.79881	10.5912	10.4725	9.89009	10.2135	10.3762	11.0857	9.58725	9.47982
RIC8B	9.21924	9.03787	10.0128	9.81866	9.72289	10.1667	10.8732	9.05373	11.2293	10.8655
RICTOR	10.3351	8.96931	11.0404	10.425	9.69924	10.0387	9.41096	9.71374	10.3203	10.0472
RIF1	10.8555	11.6694	9.84749	9.56067	9.40434	9.20375	9.50346	9.32903	10.2424	10.3839
RILPL1	9.0067	8.38906	8.93991	9.63596	11.2728	9.87183	12.5339	11.3889	10.4572	8.50373
RIMKLB	10.4599	8.87485	10.3778	9.61885	8.12634	9.30034	10.937	14.1647	8.8308	9.30949
RIMS1	8.01554	7.71875	9.25881	11.3604	11.3594	11.5873	11.7458	11.0465	8.8171	9.09047
RING1	10.012	9.56121	10.8199	9.73773	9.60013	9.73507	10.2002	9.54636	10.9038	9.88369
RINT1	10.4116	9.93287	10.4195	9.87718	10.0152	9.79493	9.88006	9.64455	9.9755	10.0486
RIOK1	8.95742	8.65025	9.45716	9.53892	11.4158	11.9691	12.1526	12.8111	7.62891	7.41872
RIOK2	8.61803	7.87018	9.68687	9.46659	11.8469	11.6662	12.9337	12.8286	7.56375	7.51916
RIOK3	6.46133	4.41714	12.0013	10.2275	11.9483	12.7296	12.2979	13.2643	9.37059	7.2821
RIPK1	10.0556	9.16774	10.774	10.7461	9.41137	9.62501	9.42457	9.9099	10.3188	10.5669
RIPK2	10.8028	9.95744	10.2724	9.88019	9.95967	10.676	10.252	9.92192	8.63561	9.64209
RIPK4	8.78403	10.8662	9.53164	9.64404	8.85314	9.20756	10.3866	11.0835	10.2234	11.4199
RIT1	9.54276	7.93925	7.95573	8.03723	10.7432	11.2525	10.5781	11.1428	11.2372	11.5713
RLF	10.9521	11.0973	10.2484	9.30328	9.18043	9.26236	7.92446	8.14733	11.5414	12.3429
RLIM	12.083	12.8259	9.16904	9.84683	7.6565	6.27991	9.98441	9.90364	11.351	10.8997
RMDN1	11.3577	9.63584	11.7912	9.42769	10.0562	9.3483	7.78502	7.09685	12.6569	10.8443
RMDN2	10.117	10.3529	9.22082	8.26124	10.6541	11.2829	9.39666	9.84564	10.5537	10.3151
RMDN3	10.2269	10.9213	9.98181	9.72438	9.64554	9.83697	9.97357	9.20274	10.3101	10.1767
RMI1	9.9594	10.9346	9.53484	9.53656	8.74836	8.53251	9.02487	8.95618	12.6196	12.153
RMI2	10.3715	10.2917	9.16857	10.3841	8.86517	8.44967	9.14802	9.85535	11.5442	11.9217
RMND1	9.48491	8.58973	9.05982	8.35404	11.5072	12.5111	10.3733	10.5785	9.35466	10.1868
RMND5A	10.7429	10.488	9.72976	9.43138	10.5745	9.30211	10.6367	9.11954	10.6679	9.30727
RMND5B	9.37367	9.08841	8.27708	8.95837	9.32723	10.6704	11.7906	10.1765	12.3242	10.0135
RNASEH1	10.6199	9.54172	11.0414	10.401	10.7415	10.3326	10.1482	9.52467	9.1549	8.49405
RNASEH2A	9.70633	9.24374	11.4495	11.0696	9.83212	8.9648	10.8693	9.81463	9.86778	9.18216
RNASEH2B	9.03623	8.35593	10.8216	10.6318	10.3253	10.2577	10.9552	10.4988	9.72125	9.39615
RNASEH2C	9.55213	9.55704	11.2751	10.7706	9.74232	11.2528	10.5226	8.30304	9.24423	9.78017
RNASEL	9.16042	8.55015	10.1144	11.2118	8.96726	10.0478	8.0618	9.23419	12.4871	12.165
RNASET2	10.0908	10.6501	10.7713	10.0173	8.92689	8.87732	8.55063	9.07451	11.3724	11.6688
RND3	7.75913	7.30682	7.50661	8.0972	14.0632	13.8455	14.776	14.0242	6.42932	6.19198
RNF11	10.4955	10.7955	10.4954	11.0833	7.71158	9.93572	9.21127	9.64196	10.3235	10.3063
RNF111	9.60247	10.6286	10.4566	9.58214	8.67351	10.3056	10.1356	9.85573	10.8787	9.8811
RNF113A	9.09107	8.3198	9.99886	9.62963	10.9482	9.96144	11.8148	10.6684	9.80911	9.7587
RNF114	9.76356	8.41427	10.0922	10.1135	10.9242	9.96379	11.3289	10.1943	9.97624	9.22915
RNF121	9.87733	9.59438	10.8399	9.95619	9.40977	10.0644	9.71826	9.60822	10.1644	10.7671
RNF123	9.93237	8.69389	10.6243	10.7028	10.4519	10.2437	10.2357	10.3454	9.48864	9.2813
RNF126	9.23625	8.94159	10.009	11.0892	10.9895	10.7456	10.7595	11.2742	8.35659	8.59856
RNF13	11.2217	12.7948	9.71219	8.93235	10.3665	9.30382	8.98872	8.80328	9.99318	9.88346
RNF135	8.64029	9.31014	11.0687	10.1385	11.6225	9.58088	11.0203	10.3221	8.82341	9.47317
RNF138	9.75307	10.6248	10.8697	10.8772	8.51624	7.33847	10.529	10.0618	10.2364	11.1931
RNF139	9.73826	9.80467	10.9056	11.0276	8.73431	9.96514	8.45717	9.15847	10.9448	11.264
RNF14	10.1655	8.67205	10.5668	10.8567	9.39393	8.84363	9.62419	10.6922	10.5693	10.6159
RNF141	10.5666	8.95679	12.5874	10.1247	9.1197	7.24373	8.85403	8.00975	12.2371	12.3002
RNF149	12.8293	10.0393	8.7034	8.4207	10.8708	10.6806	9.7253	10.4458	9.16519	9.11957
RNF150	13.121	12.6399	11.3806	9.59287	7.06792	8.25441	6.66824	6.3593	12.8618	12.054
RNF166	9.00376	9.15574	8.62113	9.6029	10.3632	11.1834	11.4374	11.7893	9.62558	9.21757
RNF167	11.7852	12.049	9.50567	9.90034	9.98468	10.2132	9.34888	8.82256	9.43193	8.95844
RNF168	11.4192	11.6628	11.3366	11.056	10.294	8.21118	9.97675	10.2505	8.16016	7.63281
RNF169	10.457	12.0686	9.36381	9.94091	9.68803	9.76965	9.69256	10.3742	9.05173	9.59358
RNF185	9.80856	10.9429	9.10228	9.51721	10.7181	10.6307	9.86743	9.86832	9.9819	9.56261
RNF187	9.70127	9.17707	9.7108	9.98539	10.9322	10.8709	11.6634	11.0642	8.30565	8.58915
RNF19A	10.5673	10.2577	7.50741	7.80767	10.3731	9.20535	9.70252	8.43695	13.3889	12.7531
RNF2	10.5312	11.1162	10.3693	10.7634	8.58092	9.91997	8.90114	9.64434	9.47902	10.6946
RNF20	10.4536	11.3701	9.24885	9.93985	9.25309	8.96037	9.47167	9.44573	10.9655	10.8913
RNF213	10.8947	10.132	10.1848	9.07436	10.0039	9.27641	9.57574	10.0035	11.8096	9.04486
RNF213	10.7293	9.65892	10.5001	9.95733	9.6408	9.46567	9.04442	9.1219	11.0547	10.8269
RNF214	9.90849	10.2016	9.32012	9.89276	9.53758	9.78907	11.753	10.6036	9.43205	9.5617
RNF216	10.973	9.84308	10.6924	9.91481	8.83622	8.40034	10.7695	10.1851	9.93418	10.4514
RNF219	11.1263	10.8644	9.0179	9.09504	9.421	8.86431	9.79154	8.61312	11.7742	11.4322
RNF220	11.0676	10.1586	11.0588	11.0932	8.99827	8.84396	9.56647	10.1582	9.76529	9.28961
RNF220	10.4277	11.1792	10.6848	10.147	8.88605	9.26359	10.2148	10.4676	9.56868	9.16056
RNF25	9.52094	9.31836	9.73023	10.0564	10.0864	10.6873	10.3992	10.0854	10.1045	10.0112
RNF31	9.08351	7.52206	10.4238	10.8518	10.3854	10.6969	11.2705	11.5456	9.19104	9.02948
RNF34	9.45476	8.7127	9.37937	10.3964	9.93208	9.64435	10.5602	10.3339	10.8687	10.7175
RNF39	13.065	14.0562	9.09971	8.2619	12.2942	12.9142	4.54758	6.34395	9.04887	10.3684
RNF40	10.6628	10.9493	9.25973	9.77416	9.11472	8.75291	9.80051	9.22815	11.094	11.3637
RNF41	7.64892	8.39184	10.7873	8.26956	11.5323	12.3353	12.847	11.7097	8.5909	7.88721
RNF6	10.7335	9.12833	12.7767	12.1758	3.00558	10.9923	9.3259	9.99297	10.7668	11.1021
RNF7	9.58792	9.30987	9.70663	10.7591	10.0807	11.16	10.2978	10.6083	9.42672	9.06297
RNFT2	11.0956	11.9141	8.13645	6.57654	11.9065	7.92826	10.3597	17.2521	8.25034	6.58047
RNGTT	9.26991	8.45453	10.0232	10.2169	10.3326	10.6251	10.6634	10.5196	9.99105	9.90373
RNH1	8.91303	8.36608	10.4936	10.7339	10.572	10.4054	11.7438	11.4737	8.99853	8.30005
RNMT	9.76308	9.91111	9.97541	9.51271	10.0797	9.8105	10.514	10.2653	10.2886	9.87957
RNMTL1	10.5953	11.2901	8.92211	8.53499	10.1664	10.7313	10.0589	10.1159	9.76313	9.82185
RNPC3	9.85175	10.1587	9.91743	10.1018	9.53079	10.6461	9.74725	10.0371	9.72757	10.2816
RNPEP	9.45487	8.35425	11.6048	11.1328	10.3577	10.4099	9.97866	9.98748	9.62809	9.09148
RNPS1	10.0563	11.215	10.1549	9.56036	10.3048	9.94126	9.97642	9.61225	9.41433	9.76435
ROBO1	11.3427	11.5939	9.04321	8.90153	9.46541	9.49338	8.70157	8.36948	11.7504	11.3384
ROBO2	11.3392	11.4796	8.71719	9.85482	9.89106	10.5118	8.19355	8.47173	11.0909	10.4502
ROCK1	10.2062	10.298	9.7471	10.9361	10.0185	9.61535	9.54721	9.80137	9.77548	10.0547
ROCK2	10.7216	10.211	10.0565	10.3147	10.1003	9.86411	10.7766	10.4702	8.92745	8.55749
ROGDI	10.2132	8.36753	10.8974	10.6335	10.6706	9.25719	9.57099	9.88634	10.7318	9.77147
ROR1	10.0477	9.83284	3.30709	12.6918	8.25635	9.38325	10.408	12.5596	9.79995	13.7133
ROR2	10.6733	10.8127	9.14497	9.61618	9.9879	10.3163	8.21764	8.6014	10.8206	11.809
RP2	11.8175	11.2497	9.95834	8.98432	9.09741	9.53831	7.74119	7.95985	12.0521	11.6013
RP9	8.51537	8.80976	9.09842	8.65174	11.5702	10.8857	12.0454	12.5242	8.8524	9.04686
RPA1	9.29875	7.90266	10.8294	9.91355	9.63918	9.34581	10.3648	10.0163	11.7539	10.9356
RPA2	8.15437	8.20637	9.00765	9.29235	8.84238	9.9767	11.065	10.8314	11.8492	12.7746
RPA3	8.87104	8.48551	10.4186	9.99338	9.79847	10.0167	10.2692	10.0126	10.9733	11.1612
RPAP1	9.91904	9.74531	10.1544	10.8142	10.4599	10.222	9.83368	10.5143	9.00028	9.33696
RPAP2	10.2668	10.3422	9.23424	10.6929	9.98938	10.0779	9.62307	11.1124	9.21576	9.44538
RPAP3	10.6412	10.1644	9.46652	10.2253	9.90027	10.0441	10.0492	10.5276	9.23841	9.74303
RPE	9.98023	8.03556	9.79163	9.87345	12.2221	9.85756	11.5564	9.79734	10.144	8.74171
RPF1	9.78113	9.944	9.71864	9.47562	11.4394	11.2107	12.0989	11.7504	7.0143	7.56684
RPF2	9.51275	10.1309	9.22511	9.96073	10.4909	10.9834	10.962	10.8839	8.2895	9.56088
RPGR	11.2576	10.4235	9.82283	10.6362	9.98456	10.2209	11.0372	10.9464	7.91577	7.75508
RPGRIP1	9.92747	10.2625	10.2519	9.89821	10.7738	10.2542	10.1159	9.85539	9.45239	9.20818
RPIA	9.69543	9.23883	9.72572	9.60849	11.4628	10.9117	10.3965	10.0909	9.51567	9.35395
RPL10	9.3744	8.86607	10.3075	10.3214	10.5246	10.4652	10.4071	10.3637	9.79989	9.57003
RPL10	9.87285	9.20392	9.75439	9.85964	9.17886	9.28067	9.90972	10.1493	11.6156	11.1751
RPL10A	9.21703	8.70044	10.5653	10.7971	10.1225	10.6258	10.3877	10.805	9.29117	9.48807
RPL11	9.21083	9.62134	9.65554	10.0173	10.945	10.427	10.8461	10.773	9.17432	9.3297
RPL12	9.54812	9.27769	10.5037	10.0727	10.6082	10.2116	11.274	11.0827	8.87231	8.54905
RPL13	9.4009	9.26178	9.74697	10.6849	10.1917	10.2954	10.7612	10.6484	9.42229	9.58639
RPL13A	9.12227	8.55814	9.77417	11.1354	10.0796	10.6449	10.5626	10.5224	9.53748	10.063
RPL14	8.59165	7.94957	10.2509	9.8876	9.56895	10.5244	10.7573	12.4746	9.34825	10.6469
RPL15	9.60891	8.87359	10.1504	10.522	10.2659	10.5852	10.7127	10.7338	9.10576	9.44183
RPL17	9.88999	9.34382	10.2268	9.67501	10.627	9.53616	11.3997	10.0096	10.3292	8.9628
RPL18	9.59186	8.57026	9.96878	9.98575	10.6053	10.3296	10.7815	10.3217	9.8945	9.95068
RPL18A	9.91546	10.6846	9.8085	10.0153	10.1618	9.58096	10.8962	10.4676	9.13385	9.33572
RPL19	9.02149	11.6016	9.78771	9.7907	10.6691	9.76525	10.4003	11.048	8.68136	9.23451
RPL21	9.18315	8.8319	9.70724	9.9387	10.6057	10.5173	10.9372	10.5357	9.79631	9.94679
RPL22	8.7312	9.00551	9.36426	9.8829	10.409	11.0458	10.7687	10.7146	10.029	10.049
RPL22L1	9.54214	9.05187	10.7132	9.23188	11.7802	9.59735	11.2393	10.1157	9.69449	9.03392
RPL23	9.51554	9.24991	10.0226	9.92288	10.4249	10.5095	10.6655	10.6154	9.39853	9.67537
RPL23A	9.5573	11.0406	8.4943	11.1573	9.8304	10.1429	10.7123	10.9415	8.53162	9.59171
RPL24	9.60193	9.66128	8.99238	10.7467	9.71664	9.67605	10.5061	11.6866	9.01713	10.3953
RPL26	9.29604	8.51766	9.58333	10.1787	10.0148	10.3268	10.6845	11.6099	9.18141	10.6068
RPL26L1	11.0479	7.62814	10.6409	8.98212	11.2037	7.6413	11.9021	9.82678	11.9996	9.12754
RPL27	9.49694	13.8326	9.06242	9.76007	10.2633	9.31472	10.4029	9.78796	9.27183	8.80729
RPL27A	9.91983	9.13434	10.2392	9.87306	10.6069	9.86444	10.3191	10.5747	9.43862	10.0298
RPL28	9.09654	8.59077	9.29556	10.5329	10.1212	10.6564	10.5282	10.9017	10.0476	10.2291
RPL29	9.43024	8.88466	10.3573	10.1803	9.51256	10.7788	11.2858	11.6343	7.87149	10.0645
RPL3	9.41759	8.43361	10.6364	10.3593	10.4315	10.5625	10.7144	10.8269	9.40279	9.21498
RPL30	9.49632	8.51493	10.3066	10.3084	10.6465	10.7205	10.5546	10.8713	9.17637	9.40453
RPL31	9.63942	9.07833	9.62878	9.71634	10.5492	10.2037	10.9564	10.3762	9.93815	9.91339
RPL32	9.7272	8.76781	10.3559	10.2558	10.2771	10.2942	10.6789	10.9475	9.38362	9.31189
RPL34	9.66043	8.59659	10.0563	10.1442	9.98419	9.99814	10.8844	11.1252	9.91035	9.64026
RPL35	7.73207	8.49081	8.30988	10.4367	9.49956	10.9446	11.168	12.2266	8.83549	12.3563
RPL35A	9.51524	7.97872	10.3346	9.48921	10.804	9.80621	11.2701	10.8637	10.212	9.72622
RPL36	9.25868	9.56888	9.81348	11.0041	10.2329	10.309	10.7823	10.6064	9.00692	9.41735
RPL36A	8.82555	11.984	8.74047	10.3824	10.0521	10.0619	10.1653	11.2764	8.76852	9.74333
RPL36AL	10.0869	8.43671	9.886	9.67021	11.581	9.22356	10.2524	9.01342	11.3812	10.4686
RPL37	9.40483	9.63246	9.88683	10.1513	10.5134	10.8977	10.6168	10.8975	8.76169	9.2375
RPL37A	10.1038	8.69076	10.816	11.3884	10.226	10.1936	10.5012	10.2363	9.05355	8.79046
