hmdb_id	DMSO	DMSO.1	DMSO.2	DMSO.3	DMSO.4	DMSO.5	DMSO.6	DMSO.7	Dox	Dox.1	Dox.2	Dox.3	Dox.4	Dox.5	Dox.6	Dox.7	Acti	Acti.1	Acti.2	Acti.3	Acti.4	Acti.5	Acti.6	Acti.7	FCCP	FCCP.1	FCCP.2	FCCP.3	FCCP.4	FCCP.5	FCCP.6	FCCP.7	MB	MB.1	MB.2	MB.3	MB.4	MB.5	MB.6	MB.7
HMDB31647	15.88259529	15.82296909	16.13422575	16.01872179	15.98841842	15.87387663	15.8741649	15.94530666	16.04584496	15.83498945	15.83224722	15.81548337	16.30288878	16.17708857	16.17389181	16.14138872	15.1590435	15.00680818	15.17137229	14.96312186	15.09502608	15.0454184	14.88221316	14.91508575	14.59938986	14.37238898	14.58273004	14.5231331	14.35995541	14.42881814	14.55404918	14.54677391	15.32537573	15.34089324	15.52061868	15.44682484	15.51603855	15.4409989	15.65639693	15.4602319
HMDB01106	11.92703717	11.39231742	11.82615121	11.45635442	11.87958325	11.70087316	12.05562137	11.65865779	12.37693932	11.83249448	11.32249154	11.25797706	11.48984796	10.65463603	11.84156435	11.06676193	12.24792751	11.183015	11.71166697	11.20823436	11.43097517	11.20518233	11.52991853	11.71681946	11.36249181	11.74315139	11.68123841	11.45635442	11.57222651	11.1959873	11.57364719	11.36577564	12.49760239	11.75863964	12.08381171	12.31571566	12.0657527	12.44035012	12.07313738	11.8077574
HMDB01888	11.92703717	11.39231742	11.82615121	11.45635442	11.87958325	11.70087316	12.05562137	11.65865779	12.37693932	11.83249448	11.32249154	11.25797706	11.48984796	10.65463603	11.84156435	11.06676193	12.24792751	11.183015	11.71166697	11.20823436	11.43097517	11.20518233	11.52991853	11.71681946	11.36249181	11.74315139	11.68123841	11.45635442	11.57222651	11.1959873	11.57364719	11.36577564	12.49760239	11.75863964	12.08381171	12.31571566	12.0657527	12.44035012	12.07313738	11.8077574
HMDB02134	11.92703717	11.39231742	11.82615121	11.45635442	11.87958325	11.70087316	12.05562137	11.65865779	12.37693932	11.83249448	11.32249154	11.25797706	11.48984796	10.65463603	11.84156435	11.06676193	12.24792751	11.183015	11.71166697	11.20823436	11.43097517	11.20518233	11.52991853	11.71681946	11.36249181	11.74315139	11.68123841	11.45635442	11.57222651	11.1959873	11.57364719	11.36577564	12.49760239	11.75863964	12.08381171	12.31571566	12.0657527	12.44035012	12.07313738	11.8077574
HMDB60177	11.92703717	11.39231742	11.82615121	11.45635442	11.87958325	11.70087316	12.05562137	11.65865779	12.37693932	11.83249448	11.32249154	11.25797706	11.48984796	10.65463603	11.84156435	11.06676193	12.24792751	11.183015	11.71166697	11.20823436	11.43097517	11.20518233	11.52991853	11.71681946	11.36249181	11.74315139	11.68123841	11.45635442	11.57222651	11.1959873	11.57364719	11.36577564	12.49760239	11.75863964	12.08381171	12.31571566	12.0657527	12.44035012	12.07313738	11.8077574
HMDB00119	12.18021998	12.1221809	11.93221475	12.07045642	12.30947635	12.63685116	12.63730412	11.59572369	12.16396409	12.04780555	12.46811489	12.33594857	12.67683861	12.62525222	12.60871685	12.37041497	11.78667803	11.57412044	11.51816136	11.33985	11.15101654	11.4807902	11.77930897	11.27554256	11.56795608	11.66489167	10.81458247	10.88187871	10.49884921	11.19229281	11.27903014	10.38262403	11.92555444	11.78708632	12.0164601	11.8637991	11.82932634	11.22821744	11.36850646	12.32614856
HMDB00237	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB03052	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB03453	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB06458	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB06961	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB31229	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB31523	13.51187617	13.5984015	13.56045226	13.47510009	13.61597441	13.4282293	13.48984796	13.30306721	13.41772068	13.85301709	13.39700607	13.43684165	13.80150629	13.56462586	13.33957168	13.73661333	13.42809841	13.41084881	13.38667086	13.44060967	13.58976817	13.67131991	13.49235395	13.65396464	13.57056729	13.65876935	13.2285181	13.28915435	13.08115052	13.23795681	13.0344551	13.17164594	13.54508514	13.51162913	13.69544581	13.6079082	13.56224242	13.64340528	13.6188443	13.32642949
HMDB00123	16.19053847	16.19527608	16.40419359	16.30814346	16.42997876	16.21289531	16.3411018	16.30347754	16.02143548	16.19990235	16.078943	16.03728955	16.17903435	16.15000506	16.29248341	16.39100858	15.74918855	15.75405237	16.00533946	15.84942954	15.87421293	16.01719989	15.78491596	15.79108656	15.71995026	15.6851868	15.80233965	15.81840742	15.72021753	15.68296716	15.79408582	15.85274894	16.22196466	16.24592403	16.39598591	16.33960647	16.36599771	16.46758963	16.31499031	16.34427857
HMDB14691	16.19053847	16.19527608	16.40419359	16.30814346	16.42997876	16.21289531	16.3411018	16.30347754	16.02143548	16.19990235	16.078943	16.03728955	16.17903435	16.15000506	16.29248341	16.39100858	15.74918855	15.75405237	16.00533946	15.84942954	15.87421293	16.01719989	15.78491596	15.79108656	15.71995026	15.6851868	15.80233965	15.81840742	15.72021753	15.68296716	15.79408582	15.85274894	16.22196466	16.24592403	16.39598591	16.33960647	16.36599771	16.46758963	16.31499031	16.34427857
HMDB31239	16.19053847	16.19527608	16.40419359	16.30814346	16.42997876	16.21289531	16.3411018	16.30347754	16.02143548	16.19990235	16.078943	16.03728955	16.17903435	16.15000506	16.29248341	16.39100858	15.74918855	15.75405237	16.00533946	15.84942954	15.87421293	16.01719989	15.78491596	15.79108656	15.71995026	15.6851868	15.80233965	15.81840742	15.72021753	15.68296716	15.79408582	15.85274894	16.22196466	16.24592403	16.39598591	16.33960647	16.36599771	16.46758963	16.31499031	16.34427857
HMDB00115	11.62798978	11.96614491	12.30292446	11.44397954	11.94068065	11.13121391	12.18208393	12.06844242	12.34817487	11.67860014	11.98121049	12.06608919	11.86031105	12.12250448	11.94544384	12.17990909	12.18518517	11.43671154	11.98370619	11.64835758	11.34928123	11.96434087	11.25679839	11.74903138	11.86263736	11.64835758	11.42888355	11.58918297	11.26209485	11.56795608	11.64835758	12.15355203	12.36741475	11.90951811	12.15671514	12.32305476	12.09539702	11.84352853	12.32051852	11.73597904
HMDB31608	11.62798978	11.96614491	12.30292446	11.44397954	11.94068065	11.13121391	12.18208393	12.06844242	12.34817487	11.67860014	11.98121049	12.06608919	11.86031105	12.12250448	11.94544384	12.17990909	12.18518517	11.43671154	11.98370619	11.64835758	11.34928123	11.96434087	11.25679839	11.74903138	11.86263736	11.64835758	11.42888355	11.58918297	11.26209485	11.56795608	11.64835758	12.15355203	12.36741475	11.90951811	12.15671514	12.32305476	12.09539702	11.84352853	12.32051852	11.73597904
HMDB13860	16.2292319	16.18706205	16.11522658	16.15378951	16.20613678	16.17549107	16.19233135	16.15671514	16.1921194	16.22953235	16.19738949	16.17471117	16.22573464	16.18959294	16.13253989	16.16784932	16.2084249	16.15198768	16.21986806	16.26447925	16.18621098	16.18835703	16.22498143	16.22990781	16.24696322	16.22776634	16.17800341	16.19437213	16.19600652	16.21771163	16.28158597	16.33891044	16.15442258	16.18124933	16.21133699	16.15630038	16.18384858	16.19098208	16.20773884	16.19980652
HMDB02039	12.82057788	12.76362735	13.06423753	13.05934446	13.01959073	13.16522107	13.0768156	13.06709819	12.69479315	12.6570951	12.83051521	12.56271943	12.84764464	13.28236451	12.79644526	12.77561028	13.30235333	13.40274562	13.28294361	13.09836113	13.29174628	13.5085376	13.41864325	12.88283407	13.57801881	13.3379006	13.42547819	13.50890893	13.32544601	13.61677855	13.60652088	13.25177826	13.23601419	13.16081685	13.2039597	13.14210706	13.06069593	13.02635053	13.22264399	12.9918761
HMDB60427	12.82057788	12.76362735	13.06423753	13.05934446	13.01959073	13.16522107	13.0768156	13.06709819	12.69479315	12.6570951	12.83051521	12.56271943	12.84764464	13.28236451	12.79644526	12.77561028	13.30235333	13.40274562	13.28294361	13.09836113	13.29174628	13.5085376	13.41864325	12.88283407	13.57801881	13.3379006	13.42547819	13.50890893	13.32544601	13.61677855	13.60652088	13.25177826	13.23601419	13.16081685	13.2039597	13.14210706	13.06069593	13.02635053	13.22264399	12.9918761
HMDB00549	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB02523	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB03407	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB10720	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB31209	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB33977	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB34439	15.95791823	15.95478701	16.39518266	16.34708496	16.35407716	16.2929866	16.28967671	16.30620413	15.55725427	15.5070513	15.69653291	15.62941354	16.08874684	16.143722	16.05184618	16.00906316	15.46441812	15.58598944	16.00538332	16.00976302	16.00092428	15.9977308	15.81555842	15.87661287	15.35159493	15.45343141	15.84561256	15.79611568	15.56009396	15.6891244	15.74528041	15.59008993	16.00564648	15.93454322	16.03180888	16.08219063	15.92974385	16.17068794	15.96769909	16.02368939
HMDB03609	14.24703742	14.24570125	14.44792266	14.18379043	14.32713156	14.23862865	14.11999482	14.33175671	14.076064	13.89566994	14.07940145	14.07973477	13.98432944	13.8477425	14.13169622	14.08762858	14.04763517	13.87382857	13.92202684	13.96407007	14.09687984	14.06094919	13.93082972	13.81658371	14.0870484	14.10205771	13.95301418	14.11040174	14.06137119	13.98379525	14.01471793	13.82744195	14.23436839	14.3521814	14.20556418	14.29131462	14.3130956	14.24525558	14.07581338	14.26744509
HMDB39426	14.24703742	14.24570125	14.44792266	14.18379043	14.32713156	14.23862865	14.11999482	14.33175671	14.076064	13.89566994	14.07940145	14.07973477	13.98432944	13.8477425	14.13169622	14.08762858	14.04763517	13.87382857	13.92202684	13.96407007	14.09687984	14.06094919	13.93082972	13.81658371	14.0870484	14.10205771	13.95301418	14.11040174	14.06137119	13.98379525	14.01471793	13.82744195	14.23436839	14.3521814	14.20556418	14.29131462	14.3130956	14.24525558	14.07581338	14.26744509
HMDB00039	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB01873	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB03243	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB30062	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB31217	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB31507	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB40253	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB40579	13.88788697	13.93682194	13.84225212	13.59665567	13.78443037	14.03350904	13.82366578	13.70368733	13.83130724	14.01253725	14.03634535	13.85174904	13.94626664	13.88216538	13.76963126	13.75634783	14.08397787	14.23795681	13.8917837	14.18990176	14.18789329	14.21924416	14.22904409	14.26971112	14.2684689	14.30591924	14.03823313	14.16882879	14.09135274	14.16506401	14.00070427	14.00422047	13.8622499	13.90858026	14.10107288	14.13699111	13.91204727	14.17344291	14.03926179	14.08953324
HMDB00056	19.29600877	19.28810907	19.47482687	19.41052795	19.37450251	19.3373976	19.34052602	19.32579513	19.2905004	19.28492574	19.22478601	19.23973137	19.35363145	19.3649917	19.43513306	19.40298289	18.85699383	18.87455217	18.87837727	18.81901273	18.99004301	18.98396777	18.76714991	18.81357767	18.1080088	18.16643282	18.16981248	18.15605344	18.30326347	18.15575212	18.10363102	18.15934414	18.7893617	18.78972785	18.89349707	18.87985244	18.91190395	18.89409538	18.95519865	18.96669414
HMDB00161	19.29600877	19.28810907	19.47482687	19.41052795	19.37450251	19.3373976	19.34052602	19.32579513	19.2905004	19.28492574	19.22478601	19.23973137	19.35363145	19.3649917	19.43513306	19.40298289	18.85699383	18.87455217	18.87837727	18.81901273	18.99004301	18.98396777	18.76714991	18.81357767	18.1080088	18.16643282	18.16981248	18.15605344	18.30326347	18.15575212	18.10363102	18.15934414	18.7893617	18.78972785	18.89349707	18.87985244	18.91190395	18.89409538	18.95519865	18.96669414
HMDB00271	19.29600877	19.28810907	19.47482687	19.41052795	19.37450251	19.3373976	19.34052602	19.32579513	19.2905004	19.28492574	19.22478601	19.23973137	19.35363145	19.3649917	19.43513306	19.40298289	18.85699383	18.87455217	18.87837727	18.81901273	18.99004301	18.98396777	18.76714991	18.81357767	18.1080088	18.16643282	18.16981248	18.15605344	18.30326347	18.15575212	18.10363102	18.15934414	18.7893617	18.78972785	18.89349707	18.87985244	18.91190395	18.89409538	18.95519865	18.96669414
HMDB31219	19.29600877	19.28810907	19.47482687	19.41052795	19.37450251	19.3373976	19.34052602	19.32579513	19.2905004	19.28492574	19.22478601	19.23973137	19.35363145	19.3649917	19.43513306	19.40298289	18.85699383	18.87455217	18.87837727	18.81901273	18.99004301	18.98396777	18.76714991	18.81357767	18.1080088	18.16643282	18.16981248	18.15605344	18.30326347	18.15575212	18.10363102	18.15934414	18.7893617	18.78972785	18.89349707	18.87985244	18.91190395	18.89409538	18.95519865	18.96669414
HMDB00190	18.43044438	18.35859111	18.7480028	18.70655672	18.82055295	18.81441661	19.01501207	19.06496901	18.47295653	18.43884057	18.2831969	18.31042196	18.85314505	18.8735102	19.02512604	19.0090823	17.98685864	17.99346916	18.05937615	18.04782685	18.13187705	18.16762395	17.75687553	17.77107674	17.81072852	17.81237162	18.15673489	18.09478904	17.7995346	17.7594071	18.06404802	18.15794885	18.40562763	18.39347844	18.32009538	18.29975358	18.45189124	18.47682925	18.30165695	18.28712166
HMDB00700	18.43044438	18.35859111	18.7480028	18.70655672	18.82055295	18.81441661	19.01501207	19.06496901	18.47295653	18.43884057	18.2831969	18.31042196	18.85314505	18.8735102	19.02512604	19.0090823	17.98685864	17.99346916	18.05937615	18.04782685	18.13187705	18.16762395	17.75687553	17.77107674	17.81072852	17.81237162	18.15673489	18.09478904	17.7995346	17.7594071	18.06404802	18.15794885	18.40562763	18.39347844	18.32009538	18.29975358	18.45189124	18.47682925	18.30165695	18.28712166
